CAMEO_Code,Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total
AUT,Austria,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,95
AZE,Azerbaijan,Eurasia,c,2017,NF,7,6,0,0,1,1,1,0,1,0,2,0,1,0,1,0,0.0,4,0,0,1,1,2,0,0,1,1,0,1,0,1,2,1,1,2,1,5,10,14
BHS,Bahamas,Americas,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,3,4,4,4,15,4,4,4,12,3,4,4,2,13,3,4,3,3,13,53,91
BHR,Bahrain,Middle East,c,2017,NF,7,6,0,1,1,2,0,0,0,0,0,1,2,0,3,3,0.0,2,0,1,0,1,2,0,0,1,1,0,1,0,0,1,1,2,2,1,6,10,12
BGD,Bangladesh,Asia,c,2017,PF,4,4,2,2,3,7,2,1,2,3,8,2,1,2,5,0,0.0,20,1,2,2,2,7,2,2,2,6,2,1,1,1,5,3,2,2,2,9,27,47
BRB,Barbados,Americas,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,98
BLR,Belarus,Eurasia,c,2017,NF,7,6,0,0,0,0,1,1,1,1,4,0,1,0,1,0,0.0,5,1,1,0,1,3,1,1,1,3,0,1,0,1,2,2,2,2,1,7,15,20
BEL,Belgium,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,3,4,4,15,4,4,4,12,4,3,3,3,13,4,4,4,3,15,55,95
BLZ,Belize,Americas,c,2017,F,1,2,4,4,4,12,4,4,4,2,14,4,2,4,10,0,0.0,36,3,4,4,4,15,3,4,4,11,3,3,3,3,12,4,3,3,3,13,51,87
BEN,Benin,Africa,c,2017,F,2,2,3,3,3,9,4,4,4,4,16,3,2,3,8,0,0.0,33,3,4,4,4,15,4,4,4,12,3,3,3,3,12,3,3,2,2,10,49,82
BTN,Bhutan,Asia,c,2017,PF,3,4,3,4,3,10,3,4,2,1,10,3,3,3,9,1,0.0,28,2,2,2,3,9,2,1,1,4,3,1,1,1,6,2,2,2,2,8,27,55
BOL,Bolivia,Americas,c,2017,PF,3,3,4,4,3,11,3,2,3,3,11,3,2,2,7,0,0.0,29,2,4,4,4,14,3,3,3,9,1,1,2,2,6,3,2,3,2,10,39,68
BIH,Bosnia and Herzegovina,Europe,c,2017,PF,4,4,3,2,2,7,3,3,2,2,10,2,1,1,4,0,0.0,21,2,3,2,3,10,3,2,2,7,1,2,2,2,7,3,2,3,2,10,34,55
BWA,Botswana,Africa,c,2017,F,3,2,3,4,3,10,3,2,3,2,10,3,3,2,8,0,0.0,28,2,4,3,3,12,4,4,2,10,3,3,3,2,11,3,3,2,3,11,44,72
BRA,Brazil,Americas,c,2017,F,2,2,4,3,4,11,4,4,3,3,14,2,2,2,6,0,0.0,31,3,4,4,4,15,3,4,3,10,3,2,2,3,10,4,3,3,3,13,48,79
BRN,Brunei,Asia,c,2017,NF,6,5,0,0,0,0,1,0,1,1,3,0,2,1,3,0,1.0,7,1,1,2,2,6,1,1,1,3,1,2,2,1,6,2,2,1,2,7,22,29
BGR,Bulgaria,Europe,c,2017,F,2,2,4,4,3,11,4,4,3,3,14,4,2,2,8,0,0.0,33,3,3,4,4,14,4,4,3,11,3,2,3,2,10,4,3,3,2,12,47,80
BFA,Burkina Faso,Africa,c,2017,PF,4,3,2,2,3,7,2,3,2,3,10,2,2,2,6,0,0.0,23,3,4,3,4,14,3,3,3,9,2,2,2,2,8,3,2,2,2,9,40,63
BDI,Burundi,Africa,c,2017,NF,7,6,0,0,1,1,1,0,0,3,4,0,0,0,0,0,0.0,5,0,3,2,1,6,0,1,1,2,0,0,0,1,1,1,2,1,1,5,14,19
KHM,Cambodia,Asia,c,2017,NF,6,5,1,1,2,4,1,1,1,1,4,1,1,1,3,0,0.0,11,1,3,2,2,8,1,1,1,3,0,1,1,1,3,2,1,2,1,6,20,31
CMR,Cameroon,Africa,c,2017,NF,6,6,1,1,1,3,1,0,1,1,3,1,1,1,3,0,0.0,9,1,2,2,2,7,1,1,1,3,0,1,0,0,1,1,1,1,1,4,15,24
CAN,Canada,Americas,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,99
CAF,Central African Republic,Africa,c,2017,NF,7,7,1,1,1,3,1,1,0,0,2,0,0,0,0,1,0.0,4,1,0,2,1,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,6,10
TCD,Chad,Africa,c,2017,NF,7,6,1,0,1,2,1,0,0,0,1,1,0,0,1,0,0.0,4,1,1,2,2,6,1,1,2,4,0,1,0,0,1,1,1,0,1,3,14,18
CHL,Chile,Americas,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,4,4,4,4,16,4,4,4,12,4,4,3,3,14,4,4,4,3,15,57,94
CHN,China,Asia,c,2017,NF,7,6,0,0,0,0,0,0,0,1,1,0,1,1,2,2,0.0,1,1,0,1,1,3,1,1,1,3,1,1,0,0,2,1,1,2,2,6,14,15
COL,Colombia,Americas,c,2017,PF,3,3,4,3,3,10,3,3,2,3,11,3,2,3,8,0,0.0,29,2,4,3,3,12,2,2,1,5,3,1,2,2,8,3,2,3,2,10,35,64
COM,Comoros,Africa,c,2017,PF,3,4,3,3,3,9,3,3,3,2,11,2,1,1,4,0,0.0,24,2,2,3,3,10,2,2,3,7,2,2,2,2,8,2,2,1,1,6,31,55
CRI,Costa Rica,Americas,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,91
HRV,Croatia,Europe,c,2017,F,1,2,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,3,3,4,4,14,4,4,4,12,3,3,3,2,11,4,3,3,3,13,50,87
CUB,Cuba,Americas,c,2017,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1,1,3,0,1,5,0,0,0,0,0,1,1,1,3,1,1,3,1,6,14,15
CYP,Cyprus,Europe,c,2017,F,1,1,4,4,3,11,4,4,4,4,16,4,3,4,11,0,0.0,38,4,4,3,4,15,4,4,4,12,4,4,4,3,15,3,4,4,3,14,56,94
CZE,Czech Republic,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,4,3,4,4,15,4,4,4,12,3,4,4,3,14,4,4,4,3,15,56,94
DNK,Denmark,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,3,4,3,14,4,4,3,4,15,57,97
DJI,Djibouti,Africa,c,2017,NF,6,5,0,1,1,2,1,0,1,1,3,0,1,1,2,0,0.0,7,1,1,2,2,6,0,1,2,3,0,2,1,1,4,2,2,1,1,6,19,26
DMA,Dominica,Americas,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,3,4,15,57,95
DOM,Dominican Republic,Americas,c,2017,PF,3,3,3,3,3,9,3,3,3,1,10,3,2,3,8,0,0.0,27,2,4,4,4,14,3,4,3,10,3,2,2,1,8,2,3,2,2,9,41,68
ECU,Ecuador,Americas,c,2017,PF,3,4,3,3,1,7,3,2,3,3,11,3,1,2,6,0,0.0,24,1,4,3,3,11,2,2,2,6,1,1,2,2,6,3,2,3,2,10,33,57
EGY,Egypt,Africa,c,2017,NF,6,5,1,1,1,3,1,0,1,2,4,0,1,1,2,0,0.0,9,1,1,1,2,5,1,1,2,4,1,0,0,1,2,1,2,2,1,6,17,26
SLV,El Salvador,Americas,c,2017,F,2,3,4,3,4,11,4,4,3,3,14,3,3,3,9,0,0.0,34,2,4,3,3,12,3,3,2,8,3,2,1,2,8,2,2,2,2,8,36,70
GNQ,Equatorial Guinea,Africa,c,2017,NF,7,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,1,0,2,1,1,4,0,0,0,0,0,0,0,0,0,1,1,1,0,3,7,8
ERI,Eritrea,Africa,c,2017,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,3
EST,Estonia,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,4,4,4,4,16,4,4,4,12,4,3,4,3,14,4,4,3,3,14,56,94
SWZ,Eswatini,Africa,c,2017,NF,7,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,1,1,3,1,2,7,0,1,1,2,1,1,1,1,4,1,1,1,1,4,17,18
ETH,Ethiopia,Africa,c,2017,NF,7,6,0,0,1,1,0,0,0,0,0,0,2,1,3,0,0.0,4,0,2,0,0,2,0,0,0,0,1,0,0,1,2,1,1,1,1,4,8,12
FJI,Fiji,Asia,c,2017,PF,3,4,3,2,3,8,3,1,3,3,10,3,2,2,7,0,0.0,25,2,4,3,3,12,1,2,2,5,2,1,2,2,7,3,3,2,2,10,34,59
FIN,Finland,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
FRA,France,Europe,c,2017,F,1,2,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,4,3,4,3,14,3,4,4,11,4,3,3,3,13,4,4,3,3,14,52,90
GAB,Gabon,Africa,c,2017,NF,6,5,0,1,1,2,1,0,1,1,3,1,1,1,3,0,0.0,8,1,3,3,2,9,1,1,2,4,1,2,2,1,6,2,1,1,1,5,24,32
GEO,Georgia,Eurasia,c,2017,PF,3,3,3,3,3,9,3,3,3,2,11,2,2,3,7,0,0.0,27,2,2,4,3,11,3,3,2,8,2,2,2,2,8,3,2,3,2,10,37,64
DEU,Germany,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,0.0,39,4,3,4,4,15,4,4,4,12,4,4,3,3,14,4,4,4,3,15,56,95
GHA,Ghana,Africa,c,2017,F,1,2,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,3,3,4,4,14,4,4,3,11,2,3,3,3,11,3,3,2,2,10,46,83
GRC,Greece,Europe,c,2017,F,2,2,4,4,4,12,4,4,4,3,15,3,2,3,8,0,0.0,35,3,3,4,4,14,3,4,4,11,3,3,3,2,11,4,3,3,3,13,49,84
GRD,Grenada,Americas,c,2017,F,1,2,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,3,4,4,4,15,4,4,3,11,3,3,3,3,12,4,3,3,3,13,51,89
GTM,Guatemala,Americas,c,2017,PF,4,4,3,3,2,8,3,3,2,2,10,2,2,1,5,0,0.0,23,2,4,3,2,11,2,2,2,6,2,2,1,1,6,3,2,2,1,8,31,54
GIN,Guinea,Africa,c,2017,PF,5,5,3,1,2,6,2,2,2,2,8,1,1,1,3,0,0.0,17,1,3,3,3,10,1,2,2,5,1,1,1,1,4,1,2,1,1,5,24,41
GNB,Guinea-Bissau,Africa,c,2017,PF,5,5,2,3,2,7,3,2,1,2,8,1,0,0,1,0,0.0,16,1,3,3,3,10,1,2,2,5,1,0,1,2,4,2,1,1,1,5,24,40
GUY,Guyana,Americas,c,2017,F,2,3,4,4,3,11,4,4,3,2,13,4,2,2,8,0,0.0,32,3,4,4,4,15,3,4,3,10,2,2,2,2,8,3,2,2,2,9,42,74
HTI,Haiti,Americas,c,2017,PF,5,5,1,1,1,3,2,1,2,3,8,1,1,2,4,0,0.0,15,2,3,2,3,10,2,1,1,4,1,1,1,1,4,2,2,2,0,6,24,39
HND,Honduras,Americas,c,2017,PF,4,4,2,3,2,7,3,2,1,2,8,1,2,1,4,0,0.0,19,1,4,2,2,9,2,1,2,5,1,2,1,1,5,2,2,2,2,8,27,46
HUN,Hungary,Europe,c,2017,F,3,2,3,3,3,9,4,3,3,3,13,3,2,2,7,0,0.0,29,2,4,3,4,13,4,3,4,11,2,3,3,2,10,4,3,3,3,13,47,76
ISL,Iceland,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,97
IND,India,Asia,c,2017,F,2,3,4,4,4,12,4,4,3,3,14,4,2,3,9,0,0.0,35,3,3,3,4,13,4,3,3,10,3,2,2,2,9,3,3,2,2,10,42,77
IDN,Indonesia,Asia,c,2017,PF,2,4,4,4,3,11,4,4,3,3,14,3,1,2,6,0,0.0,31,3,1,4,4,12,2,3,3,8,2,1,1,1,5,3,2,2,2,9,34,65
IRN,Iran,Middle East,c,2017,NF,6,6,1,1,1,3,0,1,0,1,2,1,0,1,2,0,0.0,7,0,0,1,1,2,0,0,1,1,1,1,0,1,3,1,1,1,1,4,10,17
IRQ,Iraq,Middle East,c,2017,NF,5,6,2,3,3,8,2,2,0,1,5,1,0,1,2,3,0.0,12,1,1,1,2,5,2,2,2,6,0,0,0,0,0,1,1,1,1,4,15,27
IRL,Ireland,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0.0,39,4,4,4,4,16,4,4,4,12,4,4,3,3,14,4,4,3,4,15,57,96
ISR,Israel,Middle East,c,2017,F,1,2,4,4,4,12,3,4,4,3,14,4,3,3,10,0,0.0,36,3,3,3,3,12,3,3,4,10,4,3,2,2,11,3,3,3,2,11,44,80
ITA,Italy,Europe,c,2017,F,1,1,4,4,4,12,4,4,3,3,14,4,3,3,10,0,0.0,36,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,3,4,3,14,53,89
JAM,Jamaica,Americas,c,2017,F,2,3,4,4,4,12,4,4,2,3,13,4,3,2,9,0,0.0,34,4,4,4,3,15,3,3,3,9,2,2,2,1,7,3,2,2,3,10,41,75
JPN,Japan,Asia,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,3,3,14,56,96
JOR,Jordan,Middle East,c,2017,PF,5,5,0,1,2,3,2,1,1,2,6,0,2,1,3,0,0.0,12,1,2,2,2,7,1,2,1,4,2,1,1,2,6,2,2,2,2,8,25,37
KAZ,Kazakhstan,Eurasia,c,2017,NF,7,5,0,0,1,1,1,0,1,1,3,0,1,0,1,0,0.0,5,0,1,2,1,4,0,1,0,1,1,1,1,1,4,2,2,2,2,8,17,22
KEN,Kenya,Africa,c,2017,PF,4,4,2,3,2,7,3,3,2,2,10,2,1,2,5,0,0.0,22,2,2,3,3,10,2,2,3,7,2,1,1,1,5,2,1,2,2,7,29,51
KIR,Kiribati,Asia,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,3,2,9,0,0.0,37,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,3,3,3,13,55,92
KWT,Kuwait,Middle East,c,2017,PF,5,5,0,1,1,2,2,2,2,1,7,1,1,2,4,0,0.0,13,1,2,2,1,6,1,2,1,4,1,2,2,2,7,2,1,2,1,6,23,36
KGZ,Kyrgyzstan,Eurasia,c,2017,PF,5,5,2,2,1,5,2,2,1,1,6,1,1,2,4,2,0.0,13,2,1,3,3,9,1,1,2,4,1,1,1,1,4,2,2,2,1,7,24,37
LAO,Laos,Asia,c,2017,NF,7,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0.0,1,0,2,1,1,4,0,0,0,0,0,0,1,1,2,1,1,2,1,5,11,12
LVA,Latvia,Europe,c,2017,F,1,2,4,4,4,12,4,4,4,3,15,3,3,3,9,0,0.0,36,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,3,3,2,12,51,87
LBN,Lebanon,Middle East,c,2017,PF,5,4,0,1,2,3,3,3,1,2,9,0,1,1,2,0,0.0,14,2,3,3,3,11,2,3,2,7,1,2,1,1,5,2,2,2,1,7,30,44
LSO,Lesotho,Africa,c,2017,PF,3,3,3,4,3,10,3,3,2,3,11,2,2,2,6,0,0.0,27,2,4,3,3,12,2,3,2,7,3,2,2,2,9,3,2,2,2,9,37,64
LBR,Liberia,Africa,c,2017,PF,3,4,3,3,3,9,3,3,3,3,12,3,2,2,7,0,0.0,28,2,3,3,3,11,3,3,2,8,2,1,2,2,7,2,2,2,2,8,34,62
LBY,Libya,Africa,c,2017,NF,7,6,0,0,1,1,1,0,0,1,2,0,0,0,0,0,0.0,3,1,1,1,1,4,1,1,0,2,0,0,0,0,0,0,1,2,1,4,10,13
LIE,Liechtenstein,Europe,c,2017,F,2,1,2,4,4,10,4,3,3,3,13,2,4,4,10,0,0.0,33,4,4,4,4,16,4,4,4,12,3,4,4,3,14,4,4,4,4,16,58,91
LTU,Lithuania,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,91
LUX,Luxembourg,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,0.0,38,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,98
MDG,Madagascar,Africa,c,2017,PF,3,4,3,3,3,9,3,3,2,2,10,2,1,2,5,0,0.0,24,2,2,3,3,10,2,3,3,8,1,1,2,2,6,3,2,1,2,8,32,56
MWI,Malawi,Africa,c,2017,PF,3,3,3,3,2,8,3,3,3,3,12,3,1,2,6,0,0.0,26,3,4,3,3,13,3,2,3,8,3,2,2,2,9,2,2,1,2,7,37,63
MYS,Malaysia,Asia,c,2017,PF,4,4,2,2,2,6,2,2,2,1,7,2,1,2,5,0,0.0,18,2,1,2,2,7,2,1,2,5,1,2,1,1,5,3,3,2,1,9,26,44
MDV,Maldives,Asia,c,2017,PF,5,5,2,3,2,7,2,1,1,1,5,3,1,1,5,0,0.0,17,1,1,1,2,5,1,2,2,5,1,1,2,2,6,2,2,1,2,7,23,40
MLI,Mali,Africa,c,2017,PF,5,4,2,2,2,6,2,2,1,2,7,2,1,1,4,0,0.0,17,3,3,3,3,12,2,2,2,6,2,2,1,1,6,1,1,1,1,4,28,45
MLT,Malta,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0.0,39,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,3,14,57,96
MHL,Marshall Islands,Asia,c,2017,F,1,1,4,4,4,12,3,4,4,4,15,4,3,3,10,0,0.0,37,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,3,3,13,55,92
MRT,Mauritania,Africa,c,2017,NF,6,5,1,1,1,3,1,1,0,0,2,1,2,1,4,0,0.0,9,2,2,3,2,9,1,1,2,4,1,1,1,1,4,1,2,1,0,4,21,30
MUS,Mauritius,Africa,c,2017,F,1,2,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,3,4,4,4,15,4,4,4,12,3,4,3,3,13,4,3,3,2,12,52,89
MEX,Mexico,Americas,c,2017,PF,3,3,3,3,3,9,3,4,2,3,12,2,2,3,7,0,0.0,28,2,4,4,3,13,3,3,2,8,2,1,1,2,6,3,2,3,2,10,37,65
FSM,Micronesia,Asia,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,4,3,3,14,56,93
MDA,Moldova,Eurasia,c,2017,PF,3,3,4,3,3,10,4,3,2,3,12,3,1,1,5,0,0.0,27,2,3,3,4,12,3,3,2,8,1,1,2,2,6,3,2,2,2,9,35,62
MCO,Monaco,Europe,c,2017,F,3,1,0,4,3,7,3,3,2,3,11,2,4,3,9,0,0.0,27,4,4,4,4,16,4,4,4,12,3,4,4,4,15,4,3,3,4,14,57,84
MNG,Mongolia,Asia,c,2017,F,1,2,4,4,3,11,4,4,4,4,16,4,2,3,9,0,0.0,36,3,4,4,3,14,4,4,3,11,3,3,3,3,12,4,3,3,2,12,49,85
MNE,Montenegro,Europe,c,2017,PF,3,3,3,2,3,8,3,2,3,3,11,3,2,2,7,0,0.0,26,2,3,3,4,12,3,3,3,9,2,2,3,3,10,3,3,3,3,12,43,69
MAR,Morocco,Africa,c,2017,PF,5,4,1,2,2,5,2,2,1,2,7,1,1,1,3,0,0.0,15,1,2,2,2,7,2,2,2,6,1,2,2,1,6,2,2,2,1,7,26,41
MOZ,Mozambique,Africa,c,2017,PF,4,4,2,2,2,6,2,2,2,3,9,2,1,2,5,0,0.0,20,2,4,2,3,11,2,3,2,7,2,2,1,2,7,2,2,2,2,8,33,53
MMR,Myanmar,Asia,c,2017,PF,5,5,2,2,1,5,2,3,2,1,8,2,1,1,4,3,0.0,14,2,1,1,3,7,2,2,1,5,0,1,0,0,1,2,1,1,1,5,18,32
NAM,Namibia,Africa,c,2017,F,2,2,4,3,3,10,3,2,3,3,11,3,3,3,9,0,0.0,30,3,4,4,3,14,4,4,4,12,3,3,3,2,11,3,3,2,2,10,47,77
NRU,Nauru,Asia,c,2017,F,2,2,4,4,4,12,4,3,4,4,15,3,3,2,8,0,0.0,35,2,4,4,3,13,3,3,3,9,2,3,3,2,10,4,4,3,3,14,46,81
NPL,Nepal,Asia,c,2017,PF,3,4,3,3,3,9,3,3,2,2,10,3,1,1,5,0,0.0,24,2,2,2,3,9,1,2,2,5,2,1,2,1,6,3,2,2,1,8,28,52
NLD,Netherlands,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,99
NZL,New Zealand,Asia,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,98
NIC,Nicaragua,Americas,c,2017,PF,5,4,1,1,1,3,1,1,1,3,6,1,2,2,5,0,0.0,14,1,4,3,3,11,2,1,2,5,1,2,2,2,7,3,3,2,2,10,33,47
NER,Niger,Africa,c,2017,PF,4,4,2,2,2,6,3,2,2,2,9,2,2,2,6,0,0.0,21,2,3,3,3,11,2,2,2,6,1,2,1,1,5,2,2,1,1,6,28,49
NGA,Nigeria,Africa,c,2017,PF,3,5,3,3,3,9,3,3,2,2,10,2,2,2,6,0,0.0,25,2,1,3,3,9,2,2,3,7,2,1,0,1,4,1,2,1,1,5,25,50
MKD,North Macedonia,Europe,c,2017,PF,4,3,2,1,3,6,3,2,2,3,10,1,2,2,5,0,0.0,21,2,3,3,2,10,3,3,2,8,2,2,2,2,8,3,3,2,2,10,36,57
NOR,Norway,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,0.0,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
OMN,Oman,Middle East,c,2017,NF,6,5,0,1,1,2,0,0,1,1,2,0,2,0,2,0,2.0,8,1,2,1,1,5,0,1,2,3,0,1,2,1,4,1,2,1,1,5,17,25
PAK,Pakistan,Asia,c,2017,PF,4,5,3,2,2,7,3,3,1,1,8,2,1,3,6,0,0.0,21,1,1,2,2,6,3,1,2,6,2,1,0,1,4,2,2,1,1,6,22,43
PLW,Palau,Asia,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,0.0,37,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,3,3,13,55,92
PAN,Panama,Americas,c,2017,F,2,2,4,4,4,12,4,4,4,3,15,4,2,2,8,0,0.0,35,3,4,4,4,15,4,4,3,11,2,2,3,3,10,4,3,3,2,12,48,83
PNG,Papua New Guinea,Asia,c,2017,PF,3,3,3,3,3,9,4,4,2,3,13,2,1,1,4,0,0.0,26,3,3,3,4,13,3,3,3,9,2,1,2,2,7,3,2,2,2,9,38,64
PRY,Paraguay,Americas,c,2017,PF,3,3,3,4,3,10,3,4,3,2,12,2,1,2,5,0,0.0,27,2,4,3,3,12,3,3,2,8,2,1,2,2,7,3,3,2,2,10,37,64
PER,Peru,Americas,c,2017,F,2,3,4,4,3,11,4,4,3,2,13,3,2,2,7,0,0.0,31,3,4,4,4,15,3,3,2,8,2,2,2,2,8,3,3,2,2,10,41,72
PHL,Philippines,Asia,c,2017,PF,3,3,3,3,3,9,3,3,2,3,11,3,2,2,7,0,0.0,27,2,4,4,4,14,3,2,3,8,2,0,1,1,4,3,2,3,2,10,36,63
POL,Poland,Europe,c,2017,F,1,2,4,4,4,12,4,4,4,4,16,4,3,2,9,0,0.0,37,3,4,3,4,14,4,4,4,12,2,3,4,3,12,4,4,3,3,14,52,89
PRT,Portugal,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,0.0,39,4,4,4,4,16,4,4,4,12,4,4,3,4,15,4,4,4,3,15,58,97
QAT,Qatar,Middle East,c,2017,NF,6,5,0,1,1,2,0,0,1,1,2,0,2,1,3,0,2.0,9,1,2,2,2,7,1,0,1,2,1,1,2,0,4,1,1,1,1,4,17,26
ROU,Romania,Europe,c,2017,F,2,2,4,4,3,11,4,4,3,3,14,4,3,3,10,0,0.0,35,3,3,4,4,14,4,4,3,11,3,3,3,3,12,4,2,3,3,12,49,84
RUS,Russia,Eurasia,c,2017,NF,7,6,0,0,0,0,1,0,1,1,3,0,1,1,2,0,0.0,5,0,1,1,1,3,1,0,2,3,1,1,0,0,2,2,1,2,2,7,15,20
RWA,Rwanda,Africa,c,2017,NF,6,6,0,1,1,2,0,0,0,1,1,1,2,2,5,0,0.0,8,0,3,1,0,4,0,1,1,2,0,2,0,1,3,2,2,2,1,7,16,24
WSM,Samoa,Asia,c,2017,F,2,2,3,3,3,9,3,3,3,3,12,3,3,3,9,0,0.0,30,3,3,4,4,14,4,3,3,10,4,3,4,3,14,3,3,3,3,12,50,80
SMR,San Marino,Europe,c,2017,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,0.0,38,3,4,4,4,15,4,4,4,12,4,4,4,4,16,4,4,4,4,16,59,97
STP,Sao Tome and Principe,Africa,c,2017,F,2,2,4,4,3,11,4,4,3,3,14,4,2,3,9,0,0.0,34,3,4,4,4,15,4,3,3,10,3,3,3,3,12,3,3,2,2,10,47,81
SAU,Saudi Arabia,Middle East,c,2017,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2.0,3,0,0,1,2,3,0,0,0,0,1,1,0,0,2,0,1,0,1,2,7,10
SEN,Senegal,Africa,c,2017,F,2,2,4,4,3,11,3,4,3,3,13,3,2,3,8,0,0.0,32,3,4,4,4,15,3,4,3,10,2,3,3,2,10,3,3,3,2,11,46,78
SRB,Serbia,Europe,c,2017,F,3,2,3,3,3,9,4,3,3,3,13,3,2,2,7,0,0.0,29,2,4,4,4,14,4,3,3,10,2,3,3,2,10,4,3,3,3,13,47,76
SYC,Seychelles,Africa,c,2017,PF,3,3,3,4,3,10,3,3,3,2,11,3,2,2,7,0,0.0,28,2,4,3,3,12,3,3,3,9,2,3,3,3,11,3,3,2,3,11,43,71
SLE,Sierra Leone,Africa,c,2017,PF,3,3,3,3,4,10,2,3,3,3,11,3,1,3,7,0,0.0,28,2,4,3,3,12,2,3,2,7,2,2,3,2,9,3,3,2,2,10,38,66
